# name	type	tags	description_or_title	npm_deps	payload_file
comp-261	component	slider,vertical slider,label,radix	slider/vertical slider/label — variant 261		vendor/origin/r/comp-261.json
comp-262	component	slider,vertical slider,label,input,radix	slider/vertical slider/label — variant 262		vendor/origin/r/comp-262.json
comp-263	component	slider,vertical slider,range slider,label,radix	slider/vertical slider/range slider — variant 263		vendor/origin/r/comp-263.json
comp-264	component	slider,label,input,button,reset,radix	slider/label/input — variant 264		vendor/origin/r/comp-264.json
comp-265	component	slider,label,input,button,radix	slider/label/input — variant 265		vendor/origin/r/comp-265.json
comp-266	component	slider,label,equalizer,radix	slider/label/equalizer — variant 266		vendor/origin/r/comp-266.json
comp-267	component	alert,warning	alert/warning — variant 267		vendor/origin/r/comp-267.json
comp-268	component	alert,warning	alert/warning — variant 268		vendor/origin/r/comp-268.json
comp-269	component	alert,error	alert/error — variant 269		vendor/origin/r/comp-269.json
comp-270	component	alert,error	alert/error — variant 270		vendor/origin/r/comp-270.json
comp-271	component	alert,success	alert/success — variant 271		vendor/origin/r/comp-271.json
comp-272	component	alert,success	alert/success — variant 272		vendor/origin/r/comp-272.json
comp-273	component	alert,info	alert/info — variant 273		vendor/origin/r/comp-273.json
comp-274	component	alert,info	alert/info — variant 274		vendor/origin/r/comp-274.json
comp-275	component	alert,warning	alert/warning — variant 275		vendor/origin/r/comp-275.json
comp-276	component	alert,warning	alert/warning — variant 276		vendor/origin/r/comp-276.json
comp-277	component	alert,error,signup,authentication	alert/error/signup — variant 277		vendor/origin/r/comp-277.json
comp-278	component	alert,error,signup,authentication	alert/error/signup — variant 278		vendor/origin/r/comp-278.json
comp-279	component	notification,warning	notification/warning — variant 279		vendor/origin/r/comp-279.json
comp-280	component	notification,error	notification/error — variant 280		vendor/origin/r/comp-280.json
comp-281	component	notification,success	notification/success — variant 281		vendor/origin/r/comp-281.json
comp-282	component	notification,info	notification/info — variant 282		vendor/origin/r/comp-282.json
comp-283	component	notification,warning	notification/warning — variant 283		vendor/origin/r/comp-283.json
comp-284	component	notification,error	notification/error — variant 284		vendor/origin/r/comp-284.json
comp-285	component	notification,success	notification/success — variant 285		vendor/origin/r/comp-285.json
comp-286	component	notification,info	notification/info — variant 286		vendor/origin/r/comp-286.json
comp-287	component	notification,button,success	notification/button/success — variant 287		vendor/origin/r/comp-287.json
comp-288	component	notification,success	notification/success — variant 288		vendor/origin/r/comp-288.json
comp-289	component	notification,button,warning	notification/button/warning — variant 289		vendor/origin/r/comp-289.json
comp-290	component	notification,button,error	notification/button/error — variant 290		vendor/origin/r/comp-290.json
comp-291	component	notification,button,success	notification/button/success — variant 291		vendor/origin/r/comp-291.json
comp-292	component	notification,button,info	notification/button/info — variant 292		vendor/origin/r/comp-292.json
comp-293	component	notification,button,cookies,gdpr,privacy	notification/button/cookies — variant 293		vendor/origin/r/comp-293.json
comp-294	component	notification,button,info	notification/button/info — variant 294		vendor/origin/r/comp-294.json
comp-295	component	notification,button	notification/button — variant 295		vendor/origin/r/comp-295.json
comp-296	component	notification,button	notification/button — variant 296		vendor/origin/r/comp-296.json
comp-297	component	notification,toast,radix	notification/toast/radix — variant 297		vendor/origin/r/comp-297.json
comp-298	component	notification,toast,success,radix	notification/toast/success — variant 298		vendor/origin/r/comp-298.json
comp-299	component	notification,toast,sonner,radix	notification/toast/sonner — variant 299	sonner	vendor/origin/r/comp-299.json
comp-300	component	notification,toast,sonner,success,radix	notification/toast/sonner — variant 300	sonner	vendor/origin/r/comp-300.json
comp-301	component	banner,cookies,gdpr,privacy	banner/cookies/gdpr — variant 301		vendor/origin/r/comp-301.json
comp-302	component	banner	banner — variant 302		vendor/origin/r/comp-302.json
comp-303	component	banner	banner — variant 303		vendor/origin/r/comp-303.json
comp-304	component	banner	banner — variant 304		vendor/origin/r/comp-304.json
comp-305	component	banner	banner — variant 305		vendor/origin/r/comp-305.json
comp-306	component	banner	banner — variant 306		vendor/origin/r/comp-306.json
comp-307	component	banner	banner — variant 307		vendor/origin/r/comp-307.json
comp-308	component	banner	banner — variant 308		vendor/origin/r/comp-308.json
comp-309	component	banner	banner — variant 309		vendor/origin/r/comp-309.json
comp-310	component	banner,countdown,sale	banner/countdown/sale — variant 310		vendor/origin/r/comp-310.json
comp-311	component	banner,newsletter,subscribe	banner/newsletter/subscribe — variant 311		vendor/origin/r/comp-311.json
comp-312	component	banner	banner — variant 312		vendor/origin/r/comp-312.json
comp-313	component	dialog,modal,alert,alert dialog,radix	dialog/modal/alert — variant 313		vendor/origin/r/comp-313.json
comp-314	component	dialog,modal,alert,alert dialog,radix	dialog/modal/alert — variant 314		vendor/origin/r/comp-314.json
comp-315	component	dialog,modal,radix	dialog/modal/radix — variant 315		vendor/origin/r/comp-315.json
comp-316	component	dialog,modal,radix	dialog/modal/radix — variant 316		vendor/origin/r/comp-316.json
comp-317	component	dialog,modal,radix	dialog/modal/radix — variant 317		vendor/origin/r/comp-317.json
comp-318	component	dialog,modal,radix	dialog/modal/radix — variant 318		vendor/origin/r/comp-318.json
comp-319	component	dialog,modal,radix	dialog/modal/radix — variant 319		vendor/origin/r/comp-319.json
comp-320	component	dialog,modal,delete,radix	dialog/modal/delete — variant 320		vendor/origin/r/comp-320.json
comp-321	component	dialog,modal,newsletter,subscribe,form,radix	dialog/modal/newsletter — variant 321		vendor/origin/r/comp-321.json
comp-322	component	dialog,modal,feedback,form,radix	dialog/modal/feedback — variant 322		vendor/origin/r/comp-322.json
comp-323	component	dialog,modal,rating,feedback,form,radix	dialog/modal/rating — variant 323		vendor/origin/r/comp-323.json
comp-324	component	dialog,modal,otp,radix	dialog/modal/otp — variant 324	input-otp	vendor/origin/r/comp-324.json
comp-325	component	dialog,modal,signup,authentication,form,radix	dialog/modal/signup — variant 325		vendor/origin/r/comp-325.json
comp-326	component	dialog,modal,login,authentication,form,radix	dialog/modal/login — variant 326		vendor/origin/r/comp-326.json
comp-327	component	dialog,modal,form,user,team,radix	dialog/modal/form — variant 327		vendor/origin/r/comp-327.json
comp-328	component	dialog,modal,checkout,payment,credit card,form,radix	dialog/modal/checkout — variant 328	react-payment-inputs	vendor/origin/r/comp-328.json
comp-329	component	dialog,modal,checkout,payment,credit card,form,radix	dialog/modal/checkout — variant 329	react-payment-inputs	vendor/origin/r/comp-329.json
comp-330	component	dialog,modal,user,radix	dialog/modal/user — variant 330		vendor/origin/r/comp-330.json
comp-331	component	dialog,modal,user,profile,image,avatar,form,radix	dialog/modal/user — variant 331		vendor/origin/r/comp-331.json
comp-332	component	dialog,modal,onboarding,radix	dialog/modal/onboarding — variant 332		vendor/origin/r/comp-332.json
comp-333	component	dialog,modal,command,combobox,popover,search,radix,autocomplete,radix	dialog/modal/command — variant 333		vendor/origin/r/comp-333.json
comp-334	component	accordion,radix	accordion/radix — variant 334		vendor/origin/r/comp-334.json
comp-335	component	accordion,radix	accordion/radix — variant 335		vendor/origin/r/comp-335.json
comp-336	component	accordion,radix	accordion/radix — variant 336		vendor/origin/r/comp-336.json
comp-337	component	accordion,radix	accordion/radix — variant 337		vendor/origin/r/comp-337.json
comp-338	component	accordion,radix	accordion/radix — variant 338		vendor/origin/r/comp-338.json
comp-339	component	accordion,radix	accordion/radix — variant 339		vendor/origin/r/comp-339.json
comp-340	component	accordion,radix	accordion/radix — variant 340		vendor/origin/r/comp-340.json
comp-341	component	accordion,radix	accordion/radix — variant 341		vendor/origin/r/comp-341.json
comp-342	component	accordion,radix	accordion/radix — variant 342		vendor/origin/r/comp-342.json
comp-343	component	accordion,radix	accordion/radix — variant 343		vendor/origin/r/comp-343.json
comp-344	component	accordion,radix	accordion/radix — variant 344		vendor/origin/r/comp-344.json
comp-345	component	accordion,radix	accordion/radix — variant 345		vendor/origin/r/comp-345.json
comp-346	component	accordion,radix	accordion/radix — variant 346		vendor/origin/r/comp-346.json
comp-347	component	accordion,radix	accordion/radix — variant 347		vendor/origin/r/comp-347.json
comp-348	component	accordion,radix	accordion/radix — variant 348		vendor/origin/r/comp-348.json
comp-349	component	accordion,radix	accordion/radix — variant 349		vendor/origin/r/comp-349.json
comp-350	component	accordion,radix	accordion/radix — variant 350		vendor/origin/r/comp-350.json
comp-351	component	accordion,radix	accordion/radix — variant 351		vendor/origin/r/comp-351.json
comp-352	component	accordion,collapsible,radix	accordion/collapsible/radix — variant 352		vendor/origin/r/comp-352.json
comp-353	component	accordion,collapsible,radix	accordion/collapsible/radix — variant 353		vendor/origin/r/comp-353.json
comp-354	component	tooltip,radix	tooltip/radix — variant 354		vendor/origin/r/comp-354.json
comp-355	component	tooltip,radix	tooltip/radix — variant 355		vendor/origin/r/comp-355.json
comp-356	component	tooltip,radix	tooltip/radix — variant 356		vendor/origin/r/comp-356.json
comp-357	component	tooltip,radix	tooltip/radix — variant 357		vendor/origin/r/comp-357.json
comp-358	component	tooltip,radix	tooltip/radix — variant 358		vendor/origin/r/comp-358.json
comp-359	component	tooltip,image,radix	tooltip/image/radix — variant 359		vendor/origin/r/comp-359.json
comp-360	component	tooltip,button,kbd,radix	tooltip/button/kbd — variant 360		vendor/origin/r/comp-360.json
comp-361	component	tooltip,radix	tooltip/radix — variant 361		vendor/origin/r/comp-361.json
comp-362	component	tooltip,chart,radix	tooltip/chart/radix — variant 362		vendor/origin/r/comp-362.json
comp-363	component	tooltip,hover card,user,avatar,profile,radix	tooltip/hover card/user — variant 363		vendor/origin/r/comp-363.json
comp-364	component	tooltip,hover card,user,avatar,profile,radix	tooltip/hover card/user — variant 364		vendor/origin/r/comp-364.json
comp-365	component	tooltip,hover card,image,radix	tooltip/hover card/image — variant 365		vendor/origin/r/comp-365.json
comp-366	component	dropdown,radix	dropdown/radix — variant 366		vendor/origin/r/comp-366.json
comp-367	component	dropdown,radix	dropdown/radix — variant 367		vendor/origin/r/comp-367.json
comp-368	component	dropdown,radix	dropdown/radix — variant 368		vendor/origin/r/comp-368.json
comp-369	component	dropdown,radix	dropdown/radix — variant 369		vendor/origin/r/comp-369.json
comp-370	component	dropdown,radix	dropdown/radix — variant 370		vendor/origin/r/comp-370.json
comp-371	component	dropdown,checkbox,radix	dropdown/checkbox/radix — variant 371		vendor/origin/r/comp-371.json
comp-372	component	dropdown,radio,radix	dropdown/radio/radix — variant 372		vendor/origin/r/comp-372.json
comp-373	component	dropdown,kbd,delete,radix	dropdown/kbd/delete — variant 373		vendor/origin/r/comp-373.json
comp-374	component	dropdown,checkbox,radio,delete,radix	dropdown/checkbox/radio — variant 374		vendor/origin/r/comp-374.json
comp-375	component	dropdown,user,profile,radix	dropdown/user/profile — variant 375		vendor/origin/r/comp-375.json
comp-376	component	dropdown,user,profile,avatar,radix	dropdown/user/profile — variant 376		vendor/origin/r/comp-376.json
comp-377	component	dropdown,user,avatar,profile,radix	dropdown/user/avatar — variant 377		vendor/origin/r/comp-377.json
comp-378	component	dropdown,info,radix	dropdown/info/radix — variant 378		vendor/origin/r/comp-378.json
comp-379	component	dropdown,text editor,radix	dropdown/text editor/radix — variant 379		vendor/origin/r/comp-379.json
comp-380	component	dropdown,darkmode,radix	dropdown/darkmode/radix — variant 380		vendor/origin/r/comp-380.json
comp-381	component	popover,filter,radix	popover/filter/radix — variant 381		vendor/origin/r/comp-381.json
comp-382	component	popover,notification,radix	popover/notification/radix — variant 382		vendor/origin/r/comp-382.json
comp-383	component	popover,notification,user,radix	popover/notification/user — variant 383		vendor/origin/r/comp-383.json
comp-384	component	popover,tooltip,radix	popover/tooltip/radix — variant 384		vendor/origin/r/comp-384.json
comp-385	component	popover,tooltip,radix	popover/tooltip/radix — variant 385		vendor/origin/r/comp-385.json
comp-386	component	popover,tooltip,radix	popover/tooltip/radix — variant 386		vendor/origin/r/comp-386.json
comp-387	component	popover,share,social,copy,radix	popover/share/social — variant 387		vendor/origin/r/comp-387.json
comp-388	component	popover,feedback,form,radix	popover/feedback/form — variant 388		vendor/origin/r/comp-388.json
comp-389	component	popover,tour,radix	popover/tour/radix — variant 389		vendor/origin/r/comp-389.json
comp-390	component	avatar,user,profile	avatar/user/profile — variant 390		vendor/origin/r/comp-390.json
comp-391	component	avatar,user,profile	avatar/user/profile — variant 391		vendor/origin/r/comp-391.json
comp-392	component	avatar,user,profile	avatar/user/profile — variant 392		vendor/origin/r/comp-392.json
comp-393	component	avatar,user,profile	avatar/user/profile — variant 393		vendor/origin/r/comp-393.json
comp-394	component	avatar,user,profile,status	avatar/user/profile — variant 394		vendor/origin/r/comp-394.json
comp-395	component	avatar,user,profile,status	avatar/user/profile — variant 395		vendor/origin/r/comp-395.json
comp-396	component	avatar,user,profile,status	avatar/user/profile — variant 396		vendor/origin/r/comp-396.json
comp-397	component	avatar,user,profile,badge,chip	avatar/user/profile — variant 397		vendor/origin/r/comp-397.json
comp-398	component	avatar,user,profile,badge,chip	avatar/user/profile — variant 398		vendor/origin/r/comp-398.json
comp-399	component	avatar,user,profile,badge,chip	avatar/user/profile — variant 399		vendor/origin/r/comp-399.json
comp-400	component	avatar,user,profile	avatar/user/profile — variant 400		vendor/origin/r/comp-400.json
comp-401	component	avatar,avatar group	avatar/avatar group — variant 401		vendor/origin/r/comp-401.json
comp-402	component	avatar,avatar group	avatar/avatar group — variant 402		vendor/origin/r/comp-402.json
comp-403	component	avatar,avatar group	avatar/avatar group — variant 403		vendor/origin/r/comp-403.json
comp-404	component	avatar,avatar group	avatar/avatar group — variant 404		vendor/origin/r/comp-404.json
comp-405	component	avatar,avatar group	avatar/avatar group — variant 405		vendor/origin/r/comp-405.json
comp-406	component	avatar,avatar group	avatar/avatar group — variant 406		vendor/origin/r/comp-406.json
comp-407	component	avatar,avatar group	avatar/avatar group — variant 407		vendor/origin/r/comp-407.json
comp-408	component	avatar,avatar group	avatar/avatar group — variant 408		vendor/origin/r/comp-408.json
comp-409	component	avatar,avatar group	avatar/avatar group — variant 409		vendor/origin/r/comp-409.json
comp-410	component	avatar,avatar group	avatar/avatar group — variant 410		vendor/origin/r/comp-410.json
comp-411	component	avatar,avatar group	avatar/avatar group — variant 411		vendor/origin/r/comp-411.json
comp-412	component	avatar,avatar group	avatar/avatar group — variant 412		vendor/origin/r/comp-412.json
comp-413	component	badge,chip	badge/chip — variant 413		vendor/origin/r/comp-413.json
comp-414	component	badge,chip	badge/chip — variant 414		vendor/origin/r/comp-414.json
comp-415	component	badge,chip	badge/chip — variant 415		vendor/origin/r/comp-415.json
comp-416	component	badge,chip,counter	badge/chip/counter — variant 416		vendor/origin/r/comp-416.json
comp-417	component	badge,chip	badge/chip — variant 417		vendor/origin/r/comp-417.json
comp-418	component	badge,chip,counter	badge/chip/counter — variant 418		vendor/origin/r/comp-418.json
comp-419	component	badge,chip,status	badge/chip/status — variant 419		vendor/origin/r/comp-419.json
comp-420	component	badge,chip,status	badge/chip/status — variant 420		vendor/origin/r/comp-420.json
comp-421	component	badge,chip,status	badge/chip/status — variant 421		vendor/origin/r/comp-421.json
comp-422	component	badge,chip,status	badge/chip/status — variant 422		vendor/origin/r/comp-422.json
comp-423	component	badge,chip,checkbox	badge/chip/checkbox — variant 423		vendor/origin/r/comp-423.json
comp-424	component	badge,chip	badge/chip — variant 424		vendor/origin/r/comp-424.json
comp-425	component	badge,chip,tag	badge/chip/tag — variant 425		vendor/origin/r/comp-425.json
comp-426	component	tabs,radix	tabs/radix — variant 426		vendor/origin/r/comp-426.json
comp-427	component	tabs,radix	tabs/radix — variant 427		vendor/origin/r/comp-427.json
comp-428	component	tabs,radix	tabs/radix — variant 428		vendor/origin/r/comp-428.json
comp-429	component	tabs,radix	tabs/radix — variant 429		vendor/origin/r/comp-429.json
comp-430	component	tabs,radix	tabs/radix — variant 430		vendor/origin/r/comp-430.json
comp-431	component	tabs,radix	tabs/radix — variant 431		vendor/origin/r/comp-431.json
comp-432	component	tabs,radix	tabs/radix — variant 432		vendor/origin/r/comp-432.json
comp-433	component	tabs,radix	tabs/radix — variant 433		vendor/origin/r/comp-433.json
comp-434	component	tabs,radix	tabs/radix — variant 434		vendor/origin/r/comp-434.json
comp-435	component	tabs,radix	tabs/radix — variant 435		vendor/origin/r/comp-435.json
comp-436	component	tabs,radix	tabs/radix — variant 436		vendor/origin/r/comp-436.json
comp-437	component	tabs,radix	tabs/radix — variant 437		vendor/origin/r/comp-437.json
comp-438	component	tabs,radix	tabs/radix — variant 438		vendor/origin/r/comp-438.json
comp-439	component	tabs,radix	tabs/radix — variant 439		vendor/origin/r/comp-439.json
comp-440	component	tabs,radix	tabs/radix — variant 440		vendor/origin/r/comp-440.json
comp-441	component	tabs,radix	tabs/radix — variant 441		vendor/origin/r/comp-441.json
comp-442	component	tabs,vertical tabs,radix	tabs/vertical tabs/radix — variant 442		vendor/origin/r/comp-442.json
comp-443	component	tabs,vertical tabs,radix	tabs/vertical tabs/radix — variant 443		vendor/origin/r/comp-443.json
comp-444	component	tabs,vertical tabs,radix	tabs/vertical tabs/radix — variant 444		vendor/origin/r/comp-444.json
comp-445	component	tabs,vertical tabs,radix	tabs/vertical tabs/radix — variant 445		vendor/origin/r/comp-445.json
comp-446	component	breadcrumb,radix	breadcrumb/radix — variant 446		vendor/origin/r/comp-446.json
comp-447	component	breadcrumb,dropdown,radix	breadcrumb/dropdown/radix — variant 447		vendor/origin/r/comp-447.json
comp-448	component	breadcrumb,radix	breadcrumb/radix — variant 448		vendor/origin/r/comp-448.json
comp-449	component	breadcrumb,radix	breadcrumb/radix — variant 449		vendor/origin/r/comp-449.json
comp-450	component	breadcrumb,radix	breadcrumb/radix — variant 450		vendor/origin/r/comp-450.json
comp-451	component	breadcrumb,radix	breadcrumb/radix — variant 451		vendor/origin/r/comp-451.json
comp-452	component	breadcrumb,radix	breadcrumb/radix — variant 452		vendor/origin/r/comp-452.json
comp-453	component	breadcrumb,select,radix	breadcrumb/select/radix — variant 453		vendor/origin/r/comp-453.json
comp-454	component	pagination	pagination — variant 454		vendor/origin/r/comp-454.json
comp-455	component	pagination	pagination — variant 455		vendor/origin/r/comp-455.json
comp-456	component	pagination	pagination — variant 456		vendor/origin/r/comp-456.json
comp-457	component	pagination	pagination — variant 457		vendor/origin/r/comp-457.json
comp-458	component	pagination	pagination — variant 458		vendor/origin/r/comp-458.json
comp-459	component	pagination	pagination — variant 459		vendor/origin/r/comp-459.json
comp-460	component	pagination	pagination — variant 460		vendor/origin/r/comp-460.json
comp-461	component	pagination	pagination — variant 461		vendor/origin/r/comp-461.json
comp-462	component	pagination	pagination — variant 462		vendor/origin/r/comp-462.json
comp-463	component	pagination,select,radix	pagination/select/radix — variant 463		vendor/origin/r/comp-463.json
comp-464	component	pagination,select,radix	pagination/select/radix — variant 464		vendor/origin/r/comp-464.json
comp-465	component	pagination,input	pagination/input — variant 465		vendor/origin/r/comp-465.json
comp-466	component	table	table — variant 466		vendor/origin/r/comp-466.json
comp-467	component	table,user,avatar	table/user/avatar — variant 467		vendor/origin/r/comp-467.json
comp-468	component	table	table — variant 468		vendor/origin/r/comp-468.json
comp-469	component	table	table — variant 469		vendor/origin/r/comp-469.json
comp-470	component	table	table — variant 470		vendor/origin/r/comp-470.json
comp-471	component	table	table — variant 471		vendor/origin/r/comp-471.json
comp-472	component	table,checkbox	table/checkbox — variant 472		vendor/origin/r/comp-472.json
comp-473	component	table,checkbox,card	table/checkbox/card — variant 473		vendor/origin/r/comp-473.json
comp-474	component	table,vertical table	table/vertical table — variant 474		vendor/origin/r/comp-474.json
comp-475	component	table,sticky	table/sticky — variant 475		vendor/origin/r/comp-475.json
comp-476	component	table	table — variant 476		vendor/origin/r/comp-476.json
comp-477	component	table,tanstack,checkbox,badge,chip,flag	table/tanstack/checkbox — variant 477	@tanstack/react-table	vendor/origin/r/comp-477.json
comp-478	component	table,tanstack,checkbox,search,select,range,input,filter,sort	table/tanstack/checkbox — variant 478	@tanstack/react-table	vendor/origin/r/comp-478.json
comp-479	component	table,tanstack,flag,sort,resize	table/tanstack/flag — variant 479	@tanstack/react-table	vendor/origin/r/comp-479.json
comp-480	component	table,tanstack,flag,sticky,resize	table/tanstack/flag — variant 480	@tanstack/react-table	vendor/origin/r/comp-480.json
comp-481	component	table,tanstack,flag,sort,drag and drop	table/tanstack/flag — variant 481	@dnd-kit/core,@dnd-kit/modifiers,@dnd-kit/sortable,@dnd-kit/utilities,@tanstack/react-table	vendor/origin/r/comp-481.json
comp-482	component	table,tanstack,checkbox,collapsible,flag,badge,chip	table/tanstack/checkbox — variant 482	@tanstack/react-table	vendor/origin/r/comp-482.json
comp-483	component	table,tanstack,checkbox,sort,flag,badge,chip,pagination	table/tanstack/checkbox — variant 483	@tanstack/react-table	vendor/origin/r/comp-483.json
comp-484	component	table,tanstack,checkbox,sort,flag,badge,chip,pagination	table/tanstack/checkbox — variant 484	@tanstack/react-table	vendor/origin/r/comp-484.json
comp-485	component	table,tanstack,checkbox,sort,flag,badge,chip,pagination,filter,select	table/tanstack/checkbox — variant 485	@tanstack/react-table	vendor/origin/r/comp-485.json
comp-486	component	input,label,range	input/label/range — variant 486		vendor/origin/r/comp-486.json
comp-487	component	calendar,date,react aria	calendar/date/react aria — variant 487	react-aria-components	vendor/origin/r/comp-487.json
comp-488	component	calendar,range calendar,date,react aria	calendar/range calendar/date — variant 488	react-aria-components	vendor/origin/r/comp-488.json
comp-489	component	calendar,range calendar,date,disabled,react aria	calendar/range calendar/date — variant 489	react-aria-components	vendor/origin/r/comp-489.json
comp-490	component	calendar,date,react daypicker	calendar/date/react daypicker — variant 490		vendor/origin/r/comp-490.json
comp-491	component	calendar,range calendar,date,react daypicker	calendar/range calendar/date — variant 491		vendor/origin/r/comp-491.json
comp-492	component	calendar,range calendar,date,disabled,react daypicker	calendar/range calendar/date — variant 492		vendor/origin/r/comp-492.json
comp-493	component	calendar,date,react daypicker	calendar/date/react daypicker — variant 493		vendor/origin/r/comp-493.json
comp-494	component	calendar,date,react daypicker	calendar/date/react daypicker — variant 494		vendor/origin/r/comp-494.json
comp-495	component	calendar,range calendar,date,react daypicker	calendar/range calendar/date — variant 495		vendor/origin/r/comp-495.json
comp-496	component	calendar,date,react daypicker	calendar/date/react daypicker — variant 496		vendor/origin/r/comp-496.json
comp-497	component	calendar,date,react daypicker	calendar/date/react daypicker — variant 497		vendor/origin/r/comp-497.json
comp-498	component	calendar,date,react daypicker	calendar/date/react daypicker — variant 498		vendor/origin/r/comp-498.json
comp-499	component	calendar,date,week,react daypicker	calendar/date/week — variant 499		vendor/origin/r/comp-499.json
comp-500	component	calendar,date,button,react daypicker	calendar/date/button — variant 500		vendor/origin/r/comp-500.json
comp-501	component	calendar,date,button,react daypicker	calendar/date/button — variant 501		vendor/origin/r/comp-501.json
comp-502	component	calendar,date,input,react daypicker	calendar/date/input — variant 502		vendor/origin/r/comp-502.json
comp-503	component	calendar,date,input,time,react daypicker	calendar/date/input — variant 503		vendor/origin/r/comp-503.json
comp-504	component	calendar,date,collapsible,react daypicker,radix	calendar/date/collapsible — variant 504		vendor/origin/r/comp-504.json
comp-505	component	calendar,date,time,button,react daypicker	calendar/date/time — variant 505		vendor/origin/r/comp-505.json
comp-506	component	calendar,date,button,react daypicker	calendar/date/button — variant 506		vendor/origin/r/comp-506.json
comp-507	component	calendar,range calendar,date,button,react daypicker	calendar/range calendar/date — variant 507		vendor/origin/r/comp-507.json
comp-508	component	calendar,range calendar,date,react daypicker	calendar/range calendar/date — variant 508		vendor/origin/r/comp-508.json
comp-509	component	calendar,range calendar,date,react daypicker	calendar/range calendar/date — variant 509		vendor/origin/r/comp-509.json
comp-510	component	calendar,date,react daypicker	calendar/date/react daypicker — variant 510		vendor/origin/r/comp-510.json
comp-511	component	calendar,date,button,picker,react daypicker	calendar/date/button — variant 511		vendor/origin/r/comp-511.json
comp-512	component	calendar,date,button,picker,react daypicker	calendar/date/button — variant 512		vendor/origin/r/comp-512.json
comp-513	component	stepper	stepper — variant 513		vendor/origin/r/comp-513.json
comp-514	component	stepper	stepper — variant 514		vendor/origin/r/comp-514.json
comp-515	component	stepper	stepper — variant 515		vendor/origin/r/comp-515.json
comp-516	component	stepper	stepper — variant 516		vendor/origin/r/comp-516.json
comp-517	component	stepper	stepper — variant 517		vendor/origin/r/comp-517.json
comp-518	component	stepper	stepper — variant 518		vendor/origin/r/comp-518.json
comp-519	component	stepper	stepper — variant 519		vendor/origin/r/comp-519.json
comp-520	component	stepper	stepper — variant 520		vendor/origin/r/comp-520.json
comp-521	component	stepper	stepper — variant 521		vendor/origin/r/comp-521.json
comp-522	component	stepper	stepper — variant 522		vendor/origin/r/comp-522.json
comp-523	component	stepper	stepper — variant 523		vendor/origin/r/comp-523.json
comp-524	component	stepper	stepper — variant 524		vendor/origin/r/comp-524.json
comp-525	component	stepper	stepper — variant 525		vendor/origin/r/comp-525.json
comp-526	component	stepper,vertical stepper	stepper/vertical stepper — variant 526		vendor/origin/r/comp-526.json
comp-527	component	stepper,vertical stepper	stepper/vertical stepper — variant 527		vendor/origin/r/comp-527.json
comp-528	component	stepper,vertical stepper	stepper/vertical stepper — variant 528		vendor/origin/r/comp-528.json
comp-529	component	stepper,vertical stepper	stepper/vertical stepper — variant 529		vendor/origin/r/comp-529.json
comp-530	component	timeline,vertical timeline	timeline/vertical timeline — variant 530		vendor/origin/r/comp-530.json
comp-531	component	timeline,vertical timeline	timeline/vertical timeline — variant 531		vendor/origin/r/comp-531.json
comp-532	component	timeline,vertical timeline	timeline/vertical timeline — variant 532		vendor/origin/r/comp-532.json
comp-533	component	timeline,vertical timeline	timeline/vertical timeline — variant 533		vendor/origin/r/comp-533.json
comp-534	component	timeline,vertical timeline	timeline/vertical timeline — variant 534		vendor/origin/r/comp-534.json
comp-535	component	timeline,vertical timeline	timeline/vertical timeline — variant 535		vendor/origin/r/comp-535.json
comp-536	component	timeline,vertical timeline	timeline/vertical timeline — variant 536		vendor/origin/r/comp-536.json
comp-537	component	timeline,vertical timeline	timeline/vertical timeline — variant 537		vendor/origin/r/comp-537.json
comp-538	component	timeline,vertical timeline	timeline/vertical timeline — variant 538		vendor/origin/r/comp-538.json
comp-539	component	timeline,vertical timeline	timeline/vertical timeline — variant 539		vendor/origin/r/comp-539.json
comp-540	component	timeline	timeline — variant 540		vendor/origin/r/comp-540.json
comp-541	component	timeline	timeline — variant 541		vendor/origin/r/comp-541.json
comp-542	component	calendar	calendar — variant 542	date-fns,@dnd-kit/core,@dnd-kit/modifiers,@dnd-kit/utilities,@remixicon/react	vendor/origin/r/comp-542.json
comp-543	component	upload,file,image,drag and drop,avatar	upload/file/image — variant 543		vendor/origin/r/comp-543.json
comp-544	component	upload,file,image,drag and drop	upload/file/image — variant 544		vendor/origin/r/comp-544.json
comp-545	component	upload,file,image,drag and drop	upload/file/image — variant 545		vendor/origin/r/comp-545.json
comp-546	component	upload,file,image,drag and drop	upload/file/image — variant 546		vendor/origin/r/comp-546.json
comp-547	component	upload,file,image,drag and drop	upload/file/image — variant 547		vendor/origin/r/comp-547.json
comp-548	component	upload,file,image,drag and drop	upload/file/image — variant 548		vendor/origin/r/comp-548.json
comp-549	component	upload,file,image,drag and drop	upload/file/image — variant 549		vendor/origin/r/comp-549.json
comp-550	component	upload,file,image,drag and drop	upload/file/image — variant 550		vendor/origin/r/comp-550.json
comp-551	component	upload,file,image,drag and drop	upload/file/image — variant 551		vendor/origin/r/comp-551.json
comp-552	component	upload,file,image,drag and drop	upload/file/image — variant 552		vendor/origin/r/comp-552.json
comp-553	component	upload,file,image,drag and drop	upload/file/image — variant 553		vendor/origin/r/comp-553.json
comp-554	component	upload,file,image,drag and drop,crop,dialog,slider,zoom	upload/file/image — variant 554		vendor/origin/r/comp-554.json
comp-555	component	image,crop,zoom	image/crop/zoom — variant 555		vendor/origin/r/comp-555.json
comp-556	component	image,crop,zoom	image/crop/zoom — variant 556		vendor/origin/r/comp-556.json
